BusinessName,Category,Rating,ReviewCount,Price,City,State,ZipCode,Latitude,Longitude,IsOpen,Wifi,OutdoorSeating,Delivery
Sanders Inc,Restaurant,2.34,164,412.5178025,Larsonport,AZ,15517,36.0679885,18.139449,No,Free,No,Yes
"Smith, Chase and Hoffman",Restaurant,1.38,329,489.2770535,East Michael,MH,9056,69.658644,-112.360037,No,None,Yes,Yes
Watkins-Day,Gym,1.72,329,391.3135967,Cristinaton,DE,77007,83.3054885,135.842333,Yes,Free,Yes,Yes
Dennis-Johnson,Cafe,1.65,52,301.2782918,Rogersview,IN,82648,72.2108715,136.277294,Yes,Paid,Yes,Yes
"Moore, Garcia and Coleman",Hotel,3.46,8,244.027073,Mccarthymouth,AZ,20533,-9.1164225,91.521164,No,Paid,No,No
Brooks PLC,Gym,1.94,657,580.3651127,Lake Michellehaven,PW,99432,-53.4193745,-19.188478,No,Paid,No,Yes
Glass-Estrada,Bar,4.62,740,741.4214067,Campbellhaven,NV,62717,3.304153,-45.442413,Yes,Paid,No,Yes
"Gibson, Smith and Long",Restaurant,4.02,217,491.7690269,South Douglasfort,PR,38033,-49.193829,-118.200637,No,Paid,Yes,Yes
Hunter-Bailey,Hotel,4.32,551,960.7827111,Wallaceside,MS,65057,76.530515,-17.045109,No,Free,No,No
Fitzpatrick-Miller,Gym,3.5,880,619.9080403,East Ricky,MT,12964,-62.765838,-62.325603,Yes,Paid,No,No
Ibarra LLC,Hotel,3.59,672,580.9946165,Cobbview,WA,2173,52.506026,177.74846,No,Paid,Yes,No
Taylor-Townsend,Restaurant,4.96,537,566.0377594,Rachelmouth,NM,51000,57.8457745,-134.445699,Yes,Free,Yes,No
Cox Inc,Cafe,3.57,209,528.5846712,West Lisatown,GU,77625,-39.3873815,-0.168973,No,Free,No,Yes
Castillo-Martinez,Bar,1.18,343,353.9547456,South Mary,MI,83619,-31.156315,111.330862,No,Paid,No,No
"Hoffman, Foster and Peterson",Bar,1.02,90,133.5747385,Lake Benjamin,CA,81912,-11.913925,-89.023723,Yes,Free,No,Yes
"Brewer, Harris and Copeland",Bar,3.7,641,669.7269854,East Christophermouth,MO,22715,-34.978852,80.159542,Yes,Paid,Yes,Yes
Rodriguez-Villegas,Restaurant,3.93,980,625.3400043,North Taylor,DC,51171,83.3341535,-33.505825,Yes,None,Yes,Yes
"Marks, Walker and Snyder",Bar,3.32,810,910.7029046,New Kristiefort,WY,99424,63.5798785,100.02114,No,None,Yes,No
Porter Group,Gym,3.41,38,617.0463808,North Cynthia,IA,93266,-24.147355,-26.620231,Yes,Paid,Yes,No
"Richardson, Curry and Ayers",Cafe,3.4,530,662.5979981,Pattersonville,ME,80525,-47.013361,-21.389771,No,Paid,No,Yes
Henderson Ltd,Gym,3.19,909,393.0341044,Blackton,WV,3834,32.069442,-8.156665,Yes,None,Yes,Yes
Washington LLC,Bar,3.32,437,408.2378001,New David,MN,44306,56.6961675,-55.184009,No,Free,No,Yes
Swanson-Baldwin,Cafe,1.33,359,703.4389257,Meadowsshire,WI,43038,-72.4482675,33.46956,Yes,None,No,No
Cannon Group,Gym,2.56,740,784.8664097,Johnmouth,VI,13065,-29.732208,41.318835,No,Free,No,No
Olson and Sons,Hotel,3.71,627,786.7805694,West Caitlinborough,FL,12307,28.223577,-90.442262,Yes,Free,No,No
"Delacruz, Simmons and Allen",Gym,4.75,40,430.4047726,Lake Anne,NM,23335,-41.5100915,-117.892657,No,Free,Yes,Yes
"Harmon, Chen and Johnson",Cafe,1.8,579,625.1455874,Harrisburgh,MD,32316,-17.112782,-21.016407,No,Paid,Yes,No
"Rollins, Holland and Parrish",Restaurant,1.32,900,658.7700331,Garciaborough,ME,68467,33.3658235,-95.593042,No,None,Yes,No
Drake PLC,Hotel,2.07,487,922.3150515,North Keithburgh,DC,35479,-32.539885,73.838983,No,Paid,No,No
Davenport-Keller,Gym,1.26,526,363.917579,Hoffmanshire,HI,64932,-58.2253815,-144.018052,No,Free,No,Yes
Lewis Inc,Cafe,1.8,255,681.8987621,Lisaport,NE,76529,74.6011755,63.772581,Yes,None,Yes,Yes
Stone Ltd,Cafe,4.64,268,831.9483242,North Kimberly,CA,84044,12.626115,-134.979678,No,Free,No,No
"Hall, Adkins and Morris",Cafe,1.29,761,759.4205332,Dianeton,VI,18094,-6.6934345,-111.555215,Yes,None,No,No
Nicholson Inc,Cafe,3.52,130,950.0730067,Sanchezborough,ME,81224,-53.595757,-46.840898,No,Free,Yes,No
Sloan Inc,Hotel,1.9,34,347.4052168,North Catherinehaven,AK,24236,-89.2785975,68.826755,No,Free,No,Yes
"Lopez, Clark and Kelley",Gym,1.4,213,729.8504945,East Nathaniel,ND,50989,-38.010265,-78.429798,No,Paid,Yes,No
"Martinez, Anderson and Phillips",Gym,2.12,472,448.5722454,South Harold,PA,78609,-30.697113,30.244835,No,Free,Yes,No
"Mclean, Ortiz and Dyer",Restaurant,2.82,771,874.5441268,Jillview,PR,62064,-58.0033115,-66.262786,Yes,Paid,Yes,Yes
Watts-Mcdowell,Gym,1.52,591,513.2842757,Kevinstad,NC,36897,-57.290699,131.476645,Yes,Paid,No,No
Trevino PLC,Hotel,4.51,677,632.2937418,Anitaville,ND,89762,-18.1985715,-95.838801,Yes,Free,No,Yes
"Nichols, Smith and Torres",Gym,4.42,778,563.9459009,Lake Emily,KS,48147,-64.5094845,-51.264861,Yes,Paid,Yes,Yes
"Thompson, Black and Williams",Cafe,4.43,566,570.270974,Port Randallfort,NE,73359,80.5752665,-103.874161,No,Free,Yes,Yes
"Delgado, Estrada and Flores",Gym,2.9,311,699.2291223,New Christian,MP,27400,51.5303235,-93.061528,No,None,No,Yes
Bennett and Sons,Gym,1.9,754,241.2747352,Lake Michaelton,UT,5111,-82.585287,154.351576,Yes,None,Yes,Yes
Williams-Hernandez,Gym,1.41,292,678.6813316,Wyattborough,KS,58135,53.166512,-140.68652,No,Paid,No,No
Ibarra-Smith,Hotel,2.68,177,235.2096857,Port Coleville,ME,69673,65.2673175,-156.802058,No,Free,Yes,Yes
"Greene, Gay and Vaughan",Gym,2.15,764,257.3006354,North Elizabethville,TX,53619,-33.140592,165.161222,No,Free,No,No
Weber Inc,Restaurant,1.33,445,642.3755499,Debrastad,NC,1633,51.9681675,-7.213669,No,Free,Yes,Yes
Melton-Bell,Bar,3.86,136,126.2793725,Shannonville,OH,75411,-48.5059755,-52.00963,No,None,No,Yes
"Best, Lozano and Wells",Hotel,1.02,320,432.132764,Lewishaven,CT,49099,75.054709,-111.970203,Yes,Free,No,Yes
White Ltd,Gym,2.82,464,915.7782941,North Alexisside,LA,11855,50.673169,0.883001,Yes,Paid,No,No
Foster-Ho,Hotel,3.6,627,567.8857622,Danielberg,MT,54652,73.6876025,-129.366117,No,Free,Yes,Yes
"Boyer, Williamson and Pope",Bar,4.6,610,428.5271292,Port Mark,MT,60731,-62.4455255,-145.226847,Yes,None,Yes,No
"Krueger, Wright and Jackson",Hotel,2.1,260,298.6180893,Johnnymouth,MI,62049,75.722989,93.896786,No,Paid,No,No
Cherry-Davis,Bar,1.13,115,729.8794594,Mcconnellport,OK,54347,-62.530671,-163.068556,No,Paid,No,No
"Jones, Mercado and Martin",Cafe,2.78,267,947.6805743,Adamville,WY,56969,83.458798,168.408983,No,Free,Yes,Yes
Garcia-Martinez,Gym,3.58,849,936.457099,East Danielton,OH,87735,-89.609997,74.609488,Yes,Paid,Yes,Yes
"Jarvis, Edwards and Meyer",Hotel,2.88,585,405.0242841,Lake Sheryl,FL,61448,-4.0261685,77.26684,Yes,None,No,Yes
Marsh-Ross,Cafe,4.11,604,979.756213,Cynthiaborough,CO,86895,18.3364835,-2.966605,No,None,No,No
Schaefer-Gilbert,Bar,4.15,805,958.7460504,Mejiaburgh,TX,82013,-63.3110665,161.50826,No,Paid,No,Yes
Reyes-Gallagher,Hotel,2.72,406,693.189308,Irwinfort,ME,78232,-84.528946,123.15552,Yes,Paid,Yes,Yes
Park Ltd,Hotel,1.81,731,402.6270716,Williamsfurt,FM,56193,-88.4315905,-3.391552,Yes,None,No,No
Riggs Ltd,Bar,3.44,362,978.2084217,Colemanstad,VI,80183,-71.040963,-5.312598,Yes,Paid,No,Yes
"Jenkins, Miranda and Carter",Bar,4.3,370,654.9813949,Gonzaleztown,VT,49001,-71.083789,55.049098,Yes,Paid,Yes,Yes
"Fisher, Gray and Cruz",Bar,2.36,828,141.8184976,Port Stephanieburgh,OK,37911,52.1175035,63.30324,Yes,Free,Yes,No
Meadows LLC,Restaurant,1.11,192,138.8193446,Greenefort,MH,28043,-7.945998,-149.924513,Yes,Free,Yes,No
"Cook, Williams and Nixon",Gym,2.95,876,681.8383946,Kristenburgh,IN,63964,13.6141985,-48.481825,No,Free,No,Yes
Williams Inc,Restaurant,3.58,236,666.4327472,Randyport,NC,86246,-78.492599,-175.404723,No,None,No,No
"Cook, Rivers and Rodriguez",Cafe,3.2,214,456.3216995,Port Matthew,CO,98835,-69.438964,46.085396,No,Free,No,No
"Ramos, Grimes and Carr",Hotel,1.17,651,222.5289393,New Bettyborough,DC,85285,-35.430694,121.198579,Yes,Paid,Yes,Yes
Sparks-Martinez,Bar,1.64,80,571.8373009,Lake Sarahland,AS,19820,-42.8262895,-171.227166,No,None,Yes,No
Moore Ltd,Hotel,1.76,77,171.7550212,New Bradleyhaven,NV,83744,-7.9001115,-86.257326,No,Free,Yes,Yes
Young-Lewis,Gym,2.55,299,989.1738042,Lake Tracy,MO,52933,-39.7797875,-150.277362,Yes,None,No,No
"Clark, Walker and Johnson",Bar,4.46,576,312.0113697,Kaitlinfort,GA,4726,88.351761,147.309307,No,Paid,No,Yes
Campbell-Smith,Gym,3.5,789,185.7421741,Fitzpatrickton,GA,46502,-82.2971115,-145.412065,No,None,No,Yes
Snyder-Goodman,Cafe,1.8,710,863.4545314,West Joshua,TN,84102,-54.2371625,-155.247006,Yes,None,Yes,No
Robinson Group,Hotel,3.24,454,192.2047988,Jennymouth,WI,28860,-51.156362,-45.548935,Yes,Paid,No,Yes
Chambers-Manning,Cafe,3.78,84,339.7947629,Lake Heidi,AS,48765,41.143,-147.923794,Yes,Paid,No,Yes
Taylor Ltd,Restaurant,1.62,439,844.9452523,Georgetown,PW,31071,38.277286,155.72122,No,Paid,No,No
Hess-Atkinson,Gym,4.28,233,872.6889495,Lake Ryan,UT,69288,-87.458549,-156.317157,Yes,None,Yes,Yes
Crawford Ltd,Bar,4.67,41,600.3182965,South Ricardo,FL,47686,-38.526445,-8.520108,Yes,Paid,No,Yes
Anderson PLC,Gym,4.66,698,987.8355478,Ryantown,MD,77544,-75.5592665,-18.367661,Yes,None,No,No
"Snyder, Miller and Bennett",Bar,4.97,798,850.9972431,East Margaretside,GU,16205,-38.0162405,-6.311714,No,Free,No,No
Dudley-Roberson,Restaurant,1.18,44,645.7560645,Christopherview,MS,77064,5.3321675,-16.183891,No,Paid,Yes,Yes
Garrett Group,Gym,4.67,66,152.0671675,Melissabury,SD,62996,62.041384,174.125635,Yes,None,Yes,Yes
"Solis, Marks and Stevens",Restaurant,2.18,531,637.4463293,East Maureenmouth,GA,32712,67.045362,-145.716096,No,Paid,Yes,No
Rush PLC,Hotel,4.17,663,424.8725116,Stephenhaven,IN,34326,-73.240871,135.258178,No,None,No,Yes
"Cherry, Lee and Wagner",Bar,1.02,517,328.0692517,Joshualand,CA,46560,-33.0287095,54.495599,No,Paid,No,No
"Thompson, Hardy and Page",Bar,2.95,380,850.4951467,Port Nancyland,OK,95057,84.383717,147.34141,Yes,None,Yes,Yes
Beck LLC,Cafe,4.75,5,938.3193471,Dannybury,VI,33964,12.0596475,163.814187,Yes,None,Yes,No
Brown Ltd,Bar,2.15,798,797.2452207,South William,IA,28890,-43.442057,155.856573,No,Paid,No,Yes
"Watson, Rosario and Hernandez",Hotel,1.69,905,315.7747588,Daveborough,MT,74653,-18.572838,-118.029327,Yes,Paid,Yes,Yes
"Brown, Peterson and Oliver",Bar,1.31,394,401.7416917,Jamesside,HI,25239,-5.9816705,-170.993546,No,None,No,Yes
"Jensen, Brown and Collins",Gym,3.44,44,835.6034075,Stewartchester,SD,83075,-16.4610945,137.527111,No,Paid,Yes,Yes
"Zuniga, Green and Montgomery",Restaurant,1.44,25,989.7736337,Danamouth,PA,45917,-48.6087055,-148.367074,No,Paid,Yes,No
Jones Ltd,Gym,2.12,16,151.7843501,Fuentesbury,GU,62854,-54.476053,87.923934,Yes,None,Yes,No
Roberts LLC,Cafe,1.36,517,209.5671835,Newtonfurt,WA,35569,-7.1141375,74.871488,No,Free,No,Yes
"Ford, Evans and Ponce",Restaurant,2.77,881,121.551409,East Michelleborough,AR,28907,-36.145815,-51.158505,No,None,Yes,No
Haynes LLC,Bar,2.14,842,971.5638837,South Ronald,MI,28855,-51.6754045,73.594011,Yes,Free,No,Yes
"Wilkinson, Madden and Riley",Restaurant,1.59,418,247.3391507,Mitchellville,MD,44934,3.758484,-110.443445,No,Paid,Yes,No
"Burnett, Jimenez and Wells",Bar,3.07,604,968.958113,West Mikayla,PR,93613,-17.167764,22.816753,No,None,Yes,Yes
Tucker-Holt,Gym,3.06,30,859.0061851,Martinberg,NY,86918,-35.3655435,134.282267,Yes,Paid,No,Yes
"Clark, Brown and Baker",Cafe,4.89,358,572.761436,North Jennifer,ME,2683,-85.533682,57.980334,Yes,Paid,No,No
Cross and Sons,Restaurant,3.56,814,250.7167765,Rickytown,ND,33931,-39.542883,-149.795766,Yes,None,Yes,No
Mcconnell-Horton,Hotel,2.62,420,574.0665342,East Amanda,WI,8860,63.2313405,75.879425,No,None,No,Yes
Holland-Taylor,Cafe,3.6,117,348.9798928,North Nathan,AZ,56005,-51.6264275,-26.988684,No,Free,No,No
"Brock, Barnes and Green",Gym,2.6,253,777.3380773,Jordanview,AR,7746,55.6802735,132.437965,Yes,Paid,Yes,No
Thomas and Sons,Cafe,4.25,795,787.615296,Stokesborough,AZ,5943,-61.576919,-42.135874,Yes,Free,No,No
"Browning, Little and Chapman",Cafe,2.38,975,187.5762359,North Clifford,MA,76631,-59.483446,-39.370951,No,None,Yes,No
"Burns, Hill and Lee",Cafe,4.48,113,948.6728408,Lake Kathryn,PR,83865,-84.8474295,88.79625,Yes,None,Yes,Yes
Martin Group,Restaurant,2.1,667,439.0502751,Port Christianview,MH,24508,23.5539755,-103.973757,Yes,None,No,No
Scott LLC,Restaurant,1.34,310,161.4655887,Lake Jamesmouth,NE,49752,-13.6386225,60.288681,No,Paid,No,No
"Garcia, Wilkinson and Bernard",Gym,2.93,193,397.5315372,Lake Christine,SC,53405,66.3107975,-100.850567,Yes,Paid,No,Yes
Wilson-Jones,Bar,4.73,25,856.094836,North Catherine,MN,1116,25.6008165,107.294094,Yes,Free,Yes,No
Norman-Hatfield,Cafe,1.31,989,212.7500083,Mortonton,AR,78804,-36.2433335,160.645159,No,Paid,Yes,No
Cross Group,Gym,1.47,757,429.2069161,Herringfurt,AK,58599,-89.0949305,97.297217,No,None,No,No
Martinez-Blackwell,Hotel,4.12,837,498.6642603,Michelleberg,CA,73595,42.9586275,-32.732213,No,Free,No,No
"Deleon, Young and Miller",Gym,1.67,91,430.6587429,Kellymouth,WY,42138,47.330035,129.925518,Yes,Free,Yes,No
Williams-Foster,Gym,1.76,545,748.4264144,Justinshire,PR,4999,18.7555895,20.181638,Yes,Paid,No,Yes
Webb-Harmon,Gym,1.39,461,767.6606492,East Andrewshire,MN,70320,7.11792,-74.41556,No,Free,Yes,No
Meyer Group,Cafe,4.41,111,696.2500993,Salazarstad,ME,17120,12.671262,-138.307161,No,Paid,Yes,No
Trevino-Chan,Hotel,4.99,445,826.7675746,Cohenburgh,NY,93095,-23.117353,-55.003691,Yes,Paid,Yes,Yes
"Dennis, Anderson and Gordon",Gym,3.33,350,968.0644808,South Karenborough,IN,24140,82.6989935,63.469938,No,Free,Yes,Yes
"Pruitt, Fox and Brock",Restaurant,1.1,254,175.1514428,Hopkinshaven,CO,66434,2.618581,125.442751,No,Paid,Yes,No
Briggs-Yates,Gym,2.64,112,908.518241,Lewisstad,VI,46418,-71.132909,-18.315282,No,Free,Yes,No
"Williams, Moses and Gross",Cafe,3.96,875,289.2068337,Lake Alejandra,RI,77514,-77.774245,101.298656,No,None,No,Yes
"Church, Johnson and Norman",Restaurant,3.85,181,125.3452654,West James,IN,98214,-6.074153,52.030757,No,Free,Yes,Yes
Contreras and Sons,Gym,4.92,414,429.1160841,Reillyport,NV,36993,-30.8676195,-167.036258,Yes,Paid,Yes,Yes
"Gutierrez, Peterson and Anderson",Restaurant,4.01,851,143.9097227,Thompsonborough,IA,4610,40.2379605,-153.263799,No,None,No,No
"Skinner, Sampson and Bradshaw",Hotel,4.27,40,301.1418218,East Jasonland,AL,62410,82.5042575,0.246755,No,Paid,No,No
Cook Ltd,Gym,2.89,329,346.3593056,Lisaview,MA,69608,29.2757545,-65.25371,No,None,Yes,Yes
Dixon LLC,Gym,3.24,447,251.556494,Smithville,OH,64727,54.6865955,-73.276995,No,Free,No,Yes
Mitchell Inc,Gym,2.75,542,676.5262002,New Danielhaven,GU,93125,-44.3591345,-157.934694,Yes,Free,Yes,No
"Taylor, Lee and Sims",Cafe,4.53,515,899.5932766,Rogersshire,LA,40944,-78.227113,-82.175053,Yes,Paid,Yes,Yes
Johnson Group,Bar,2.1,156,119.7988822,Kellymouth,NM,78040,-67.4190325,-90.693776,Yes,None,No,No
Wilson and Sons,Restaurant,1.35,609,644.8900947,Wallacetown,TX,42088,-76.599428,21.429601,No,None,Yes,Yes
Jackson Ltd,Hotel,1.48,592,286.323159,North Natalieland,NC,52561,82.0606915,-92.285511,Yes,Free,No,Yes
"Rose, Thompson and Glass",Gym,3.2,431,276.5500925,North Courtney,AZ,66534,-1.869138,-9.729791,No,Free,No,Yes
Beck Ltd,Bar,1.18,376,151.4247158,Morrisville,PW,37332,-66.4036925,-85.763392,No,Free,No,Yes
"Roberson, May and Pierce",Cafe,1.09,318,894.7654344,West Elizabeth,DE,68737,-49.339622,154.368628,Yes,None,No,No
Thomas and Sons,Bar,2.99,333,881.9230897,Port Cameronland,VT,67461,81.6947285,-122.393242,Yes,None,Yes,No
Franco-Meyer,Hotel,1.02,825,737.666013,Jeffreyfort,CT,91075,-22.161565,-61.405384,No,Paid,Yes,No
Cochran-Jackson,Hotel,3.8,658,722.1017531,South Teresa,WI,39255,48.1300415,24.400462,Yes,Free,No,No
Hill Group,Restaurant,4.57,279,142.3187264,Port Amystad,DE,34810,8.3754415,-119.42199,Yes,Free,No,No
Gonzalez-Bradley,Bar,2.51,399,181.7728981,Lake Jacobstad,AK,6206,85.0272915,123.04862,No,Free,Yes,Yes
Maxwell Inc,Hotel,1.03,310,884.952738,Brownville,NV,49857,34.436766,18.692124,Yes,Paid,No,No
Evans-Frank,Bar,1.7,279,356.8100216,Davisburgh,DE,4533,-89.65949,-144.600227,No,None,Yes,Yes
Griffin and Sons,Restaurant,2.4,569,781.1371674,Melanieborough,CA,29815,24.7903615,71.285485,Yes,Free,Yes,Yes
Carr-Swanson,Cafe,1.07,55,877.1456363,Andresshire,FM,21955,4.205307,-7.858839,Yes,None,Yes,Yes
"Murphy, Howell and Morgan",Hotel,4.14,329,891.9254407,Lake Crystalbury,SC,59752,-27.9186295,175.578092,No,None,Yes,No
"Wilson, Green and Ashley",Restaurant,2.15,237,540.6789096,East Kimberlyview,PA,73378,-23.891168,9.248755,Yes,Free,Yes,Yes
Williams-Caldwell,Gym,4.41,928,917.7819886,Lake Troystad,NH,72683,-10.0718945,-77.704611,No,Free,No,No
Miller-Craig,Gym,2.3,737,107.2146647,Cruzville,MT,8739,51.283444,-57.271033,No,None,No,Yes
Grant Group,Cafe,1.42,581,499.7048911,South Christopher,NY,65653,75.8021215,122.464963,No,Paid,Yes,Yes
"Smith, Walker and Coleman",Bar,2.1,616,337.3324441,South Jessicaview,VT,39075,-49.3916175,-30.43725,Yes,Paid,No,Yes
Alvarez-Miller,Cafe,3.2,355,423.3986081,Bennettstad,AL,41256,-2.772685,-139.017248,Yes,Paid,No,Yes
Howard Group,Restaurant,4.75,12,919.2347902,Lisamouth,AL,87233,-19.5017365,-2.950973,Yes,Free,No,Yes
Edwards-Cox,Cafe,4.68,870,237.7042145,South Suzanneton,NJ,29609,78.868869,75.71386,No,Free,No,No
"Smith, Rice and Roth",Gym,2.37,966,426.688424,North Ebonyport,AK,23967,58.389398,149.627881,Yes,Paid,Yes,No
"Mitchell, Chase and Carey",Gym,4.23,630,774.5738836,North Donna,CA,97708,48.2153065,-46.184525,No,None,Yes,Yes
Potts-Campbell,Gym,1.9,554,561.5481134,Willieton,MS,89767,-76.89231,117.527678,No,None,Yes,No
"Moore, Martin and Williams",Hotel,2.03,165,401.0843397,Bishopshire,VI,67942,-15.726054,52.444822,Yes,Free,Yes,No
Owens Inc,Cafe,2.9,482,671.2504224,Lake Caseychester,MS,95316,-53.677172,-14.877794,No,Paid,Yes,Yes
Carter PLC,Restaurant,3.45,145,861.4802299,Kingborough,AK,19955,-18.104309,107.928577,No,None,No,No
Salinas-Mitchell,Restaurant,4.18,540,264.4117195,Ferrellville,IN,77429,-8.555584,72.393969,Yes,None,Yes,Yes
Diaz-Johnson,Cafe,2.62,899,547.7863139,Lake Mikestad,NJ,71518,86.988541,-38.096069,Yes,Paid,No,Yes
"Hurley, Figueroa and Coleman",Hotel,2.37,641,543.4592039,Kimberlyland,MH,52265,45.661886,135.508134,No,Paid,Yes,No
Williams and Sons,Hotel,2.42,902,911.1099054,Port Lindsey,OK,34794,-15.521498,-21.164061,No,None,Yes,Yes
Merritt-Gamble,Gym,1.73,496,140.5535208,South Darlenehaven,MS,79963,-75.5080255,-151.107154,Yes,None,Yes,Yes
Howard Inc,Restaurant,4.43,611,643.3102654,East Lindastad,MT,52767,-59.07385,-124.051525,Yes,Paid,Yes,Yes
Hutchinson-Carroll,Hotel,2.03,846,785.7585071,Jamieview,AS,59052,49.283171,143.017546,Yes,None,No,No
"Morales, Montgomery and Gregory",Gym,1.11,110,943.9187668,New Robin,WA,61449,72.738186,4.061379,No,Paid,Yes,Yes
Fernandez LLC,Bar,3.44,124,416.4935076,East Annfort,NJ,89290,-39.0113905,-57.402673,No,None,Yes,No
Mendez Inc,Hotel,2.06,771,388.2823907,North Carlosmouth,ND,94520,-67.6579475,-1.573888,No,None,No,No
Parker-Patrick,Bar,1.74,571,599.2860304,South Emma,CA,32182,67.1021835,-88.402718,Yes,Paid,Yes,No
Torres Ltd,Bar,4.43,449,855.86804,Mendozaland,VT,54928,-34.962935,-91.393718,No,Free,No,Yes
"Massey, Lang and Williams",Cafe,2.12,676,968.8462025,Jenniferborough,MP,77153,72.8789355,111.084629,No,None,Yes,No
Meadows Ltd,Hotel,3.4,37,648.337825,East Stacytown,SC,48450,-33.679633,-148.877566,Yes,Free,Yes,Yes
"Gibson, Hall and Jackson",Restaurant,4.66,814,992.64121,Maldonadoland,GA,19075,7.374496,-7.911081,No,Paid,Yes,No
Bowman-Stuart,Cafe,1.57,210,932.1561799,Ericfort,ID,655,51.8320595,116.247131,Yes,None,Yes,Yes
Jones-Buchanan,Cafe,2.98,167,485.2644944,South Mariaborough,MI,46156,-23.630023,-122.488725,Yes,Paid,No,Yes
Barron-Smith,Restaurant,3.44,283,579.6998719,South Teresa,NC,97858,-3.4065255,26.28311,No,Paid,Yes,Yes
Holloway-Sanchez,Bar,4.14,347,341.232938,Lake Gabriel,TX,5695,-72.685024,35.635832,No,Paid,Yes,Yes
"Gonzalez, Johnson and Walker",Gym,1.13,712,646.6581835,Vanessachester,AL,6258,8.8854855,64.104869,No,None,Yes,Yes
"Carter, Miller and Russell",Cafe,4.03,746,213.5711972,Port Daniel,VI,93727,21.0249255,-3.073574,Yes,None,Yes,No
Rodriguez-Anderson,Gym,4.61,525,915.9771179,Santosmouth,ND,75027,45.460722,-54.503275,Yes,Paid,Yes,Yes
"Smith, Adams and Smith",Gym,1.66,846,811.3815264,Michaelport,AZ,45748,-22.3261005,-53.285471,No,Free,No,Yes
Brewer-Brown,Cafe,4.05,195,861.1138867,Port Jamesshire,MT,61753,-64.8084915,17.205265,Yes,Free,No,Yes
Fields-Allen,Restaurant,1.27,859,783.65458,Royview,UT,80219,-84.9828975,7.487958,Yes,Paid,Yes,No
Thomas-Mitchell,Bar,2.63,220,688.9044812,New Jillfurt,NH,51469,75.2053575,129.296377,No,Free,Yes,Yes
Brown LLC,Restaurant,2.11,356,623.5950872,West Matthewburgh,KY,63141,-66.257044,31.984562,No,None,No,Yes
"Garrett, Glover and Nelson",Restaurant,4.42,103,153.0019666,Lake Jenniferstad,IA,81809,-0.5739495,-16.06796,No,Free,Yes,Yes
Ramirez-Martinez,Hotel,2.08,371,209.2039442,Thomasland,NV,16967,52.541437,31.677473,No,Paid,Yes,No
Mendoza-Perez,Bar,4.79,234,898.231825,West Rachel,ID,13184,-44.2997265,151.347208,No,Free,No,Yes
Morgan-Wells,Gym,4.07,553,688.4500457,New Christinaview,CT,2677,-5.782674,-169.433718,No,Paid,No,No
Santos LLC,Gym,2.7,436,275.4582709,North Scotttown,CA,86587,-53.267736,-61.314739,Yes,Free,Yes,No
Reyes-Sharp,Bar,1.34,861,796.499406,Smithfort,MP,60434,-70.1454435,106.214353,Yes,None,No,No
Torres LLC,Bar,3.33,625,975.6919253,Robertburgh,MT,20550,-63.588395,126.651839,No,None,Yes,No
Benton-Rogers,Restaurant,3.77,66,699.3502695,Lake Steventon,WV,55569,-12.2849175,99.087874,Yes,Paid,Yes,Yes
Cunningham-Garner,Restaurant,4.25,368,575.598787,New Lisafort,AS,13948,-25.8938315,-138.383911,Yes,None,Yes,Yes
Kent-Meyers,Hotel,4.26,894,773.0802146,Port Mary,AZ,53385,85.499195,107.275399,Yes,Free,Yes,No
Pena-Campbell,Restaurant,1.97,212,407.7926369,Kevinberg,VT,66500,-32.056098,152.791687,Yes,None,No,Yes
Bullock PLC,Restaurant,4.56,609,208.9246554,Jillside,VT,49421,-7.6132,154.49128,No,Paid,No,Yes
Preston PLC,Cafe,4.23,75,720.4492455,Ellenport,DE,63363,-80.6320495,77.945678,No,Free,No,Yes
Nguyen Inc,Bar,3.71,818,739.0858421,North Tiffanychester,NV,96609,-69.718842,66.73487,Yes,Free,Yes,No
Wright-Walker,Gym,3.81,470,652.4049104,Gonzalezshire,ME,60403,45.8336995,-79.947769,No,Paid,Yes,No
"Sawyer, Bradshaw and Wright",Bar,2.41,671,863.7821006,West Charlesmouth,OH,23902,87.787071,19.398892,Yes,None,No,Yes
Decker Inc,Cafe,4.26,858,736.0410476,Greenborough,WA,62181,60.503915,128.476444,Yes,None,No,No
Rodriguez Group,Bar,1.39,486,880.8836532,Port Christopher,OR,66448,-85.9380755,36.983264,No,None,No,No
Snyder Group,Cafe,3.88,225,947.134937,Robinsonmouth,ID,63729,85.7140745,-86.425388,Yes,Free,Yes,No
Johnson-Evans,Restaurant,1.79,485,510.3468164,South Josephfurt,WV,30826,22.0189555,158.656996,Yes,Free,No,Yes
Watkins-Mcmillan,Cafe,2.4,797,888.6483521,East Michelleburgh,ID,63230,44.2975995,-123.926008,No,None,Yes,No
"Elliott, Doyle and Jones",Cafe,4.4,405,427.0424264,Scottbury,NE,83953,-67.867908,-171.643104,Yes,Free,No,No
James PLC,Restaurant,1.39,642,194.3535903,Bernardmouth,TX,84080,8.6474085,151.949697,No,Paid,No,Yes
Tran LLC,Restaurant,3.5,547,317.4522905,Port Jonathanfurt,IL,82999,-22.5174695,159.228455,Yes,None,No,Yes
Lee-Rodriguez,Hotel,1.77,398,707.9275932,Wallaceland,PA,81154,-45.2611515,148.444285,Yes,Paid,No,No
